1001357930	1
1003221032	1
1003273015	1
1003895325	1
1004524612	1
1005125663	1
1005570772	5
1006410395	1
1006704227	5
1007688897	1
1007943193	3
1010168934	5
1012351072	7
1013316410	1
1015392620	1
1016899352	1
1017951904	1
1020378933	1
1024720625	2
1026297677	1
1026676872	1
1027145634	1
1027476557	7
1027812113	8
1029068381	1
1029207511	1
1029374230	1
1031347034	1
1032937413	1
1035483625	1
1035967280	1
1036080305	1
1036214550	7
1036713140	1
1038084374	1
1038330705	2
1039039655	1
1040445513	1
1042082241	2
1042133223	1
1042298782	1
1042604174	1
1043320390	2
1043325954	2
1044256885	1
1044714481	6
1045530323	3
1045621404	2
1046222077	1
1047119080	96
1050306925	1
1054825093	2
1056770894	1
1060055353	1
1060402955	1
1064030763	1
1064226184	1
1065111437	3
1066570284	1
1066995495	2
1068246700	1
1069483701	2
1069845460	1
1072940991	1
1073238785	1
1073325837	2
1073627882	1
1073709027	1
1074812874	7
1074896921	1
1074898101	1
1075800532	1
1077017335	3
1078007814	1
1078339650	2
1078523265	3
1078660291	1
1079173053	1
1079279270	1
1080514014	1
1080586423	3
1080805430	1
1080807495	1
1082201895	4
1083291532	25
1083535803	5
1084443194	6
1084674912	1
1086233511	16
1089121631	1
1093579543	1
1094293345	1
1094627834	1
1095361642	1
1095545677	1
1095802822	1
1095884211	1
1096778425	1
1097201945	53
1097923992	19
1098177592	1
1098618600	4
1099025901	1
1100386754	1
1100678467	15
1101500050	1
1101590502	3
1103108514	2
1103147195	1
1104220301	6
1105291745	1
1106957832	4
1107797132	2
1109971670	6
1111086132	3
1111681197	2
1111832647	1
1113218211	3
1116578857	1
1117088661	1
1119453103	1
1119792133	1
1119875970	1
1130497027	2
1130677950	40
1132102121	1
1133036912	1
1134233684	2
1134796120	133
1135520725	17
1136919135	1
1140089811	1
1140554177	4
1141140473	1
1141388664	1
1142208455	5
1142648704	2
1142683333	47
1142776587	1
1142891355	1
1143737885	1
1150252302	1
1151059464	1
1151188883	1
1151648483	1
1154814462	6
1154814715	1
1155056805	1
1155801051	1
1158088282	1
1158213217	2
1158386321	1
1159768381	3
1160022705	2
1162178432	1
1163390501	1
1164100672	15
1164552632	1
1164667670	1
1165363625	1
1165631310	1
1169297313	1
1169928820	2
1170115853	1
1170151265	1
1170325585	1
1171287714	1
1171876685	1
1172325544	1
1173289660	1
1173544292	2
1174553253	1
1177216835	1
1180010170	1
1180301253	1
1180860635	1
1181882482	1
1182391231	1
1185014435	6
1188330624	1
1188552450	9
1189511193	1
1189729754	1
1191044977	3
1191220232	2
1191258123	8
1191965271	6
1191979833	1
1192329374	8
1192515960	1
1193210930	3
1193476843	1
1193491727	3
1193525177	7
1193725273	2
1195054531	2
1195210033	1
1195228387	1
1195230310	20
1195231190	3
1195242865	3
1195299925	1
1195354434	10
1195381367	1
1195397063	14
1195883527	1
1195908387	1
1196235387	1
1196367145	1
1197002213	1
1197033464	1
1197161814	8
1197191492	1
1197362373	6
1197369013	1
1197667261	1
1197931472	3
1198213514	1
1198248427	1
1198253935	2
1198390942	5
1198503091	1
1198608555	2
1198920804	2
1202354820	6
1203887587	1
1204114015	2
1210519172	1
1210640567	1
1210803403	1
1211441627	5
1211707107	1
1211973034	1
1212278571	1
1212404030	1
1212715983	1
1212812142	2
1213052292	1
1213058731	1
1213239282	1
1213395722	1
1213626112	3
1213635163	1
1213894363	1
1213947780	1
1214409964	1
1214435497	11
1214781742	1
1215091561	1
1215865095	1
1216098513	1
1216431741	32
1216486413	1
1216834843	7
1217639173	223
1218098864	1
1218334084	1
1218346612	6
1218425482	1
1218494871	1
1218562822	1
1218869573	2
1218972527	2
1219461122	1
1219486714	1
1219769921	1
1219822120	1
1220220337	1
1220528151	1
1220739994	1
1220824437	1
1220924217	3
1221073213	1
1221722757	1
1221817304	1
1222885862	1
1222941911	1
1223179064	1
1223450301	1
1223465794	9
1223762662	2
1223849864	11
1224449043	1
1224818760	1
1225222164	1
1225512093	1
1226136062	1
1226557361	1
1226668235	1
1227022821	1
1227328177	1
1227467604	1
1227636382	2
1227913365	1
1227998042	1
1228293531	1
1228322981	3
1228486722	1
1228767511	14
1229008375	1
1229451843	1
1229549950	1
1230043607	1
1230663070	2
1230666251	1
1230960573	1
1231287763	1
1231559165	1
1231759973	4
1232004811	1
1232221900	6
1232459437	1
1233285822	4
1233614454	1
1234692083	4
1234772200	1
1235329061	2
1235640475	1
1236152235	25
1236380405	4
1236543921	1
1236700981	4
1236930591	1
1237869662	10
1237995955	2
1239246050	5
1239622063	2
1239773574	1
1239806715	4
1239926864	1
1241148864	1
1241201381	4
1241679004	3
1241975197	2
1242023252	1
1242203557	3
1242296843	1
1242548250	1
1242730384	2
1242792440	1
1243115577	1
1243477063	1
1243528091	3
1243667280	5
1243765252	1
1243998625	1
1244366740	1
1244426274	2
1244851417	21
1245002862	1
1245137101	1
